Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
9.742442385508149,Bestellung.77,Packaging,2.OnEnteredOutputBuffer,[Release] Server,Object 'Bestellung.77' attempting to release '1' resource(s) of resource type '[ParentObject] Packaging'.
9.742442385508149,Bestellung.77,Packaging,2.OnEnteredOutputBuffer,[Release] Server,Object 'Bestellung.77' released '1' capacity unit(s) of resource 'Packaging'.
9.742442385508149,--,--,--,--,Changing from AutoState 'Busy' to 'Starved' on resource 'Packaging'.
9.742442385508149,--,--,--,--,Assigning state variable 'Packaging.ResourceState' the value '0'. Previous value was '1'.
9.742442385508149,Bestellung.77,Packaging,2.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Bestellung.77' transferring from '[Station] Packaging.OutputBuffer' into node 'Output@Packaging'.
9.742442385508149,Bestellung.77,Output@Packaging,4.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Packaging.OnEnteredFromAssociatedObject' execution started.
9.742442385508149,Bestellung.77,Output@Packaging,4.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Packaging.Entered'.
9.742442385508149,Bestellung.77,Output@Packaging,4.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Bestellung.77' transferring from '[Node] Output@Packaging' into node 'Input@Sink_Orders'.
9.742442385508149,Bestellung.77,Input@Sink_Orders,18.OnEnteredToAssociatedObject,[Begin],Process 'Input@Sink_Orders.OnEnteredToAssociatedObject' execution started.
9.742442385508149,Bestellung.77,Input@Sink_Orders,18.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Sink_Orders.Entered'.
9.742442385508149,Bestellung.77,Input@Sink_Orders,18.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Bestellung.77' transferring from '[Node] Input@Sink_Orders' into object 'Sink_Orders'.
9.742442385508149,Bestellung.77,Input@Sink_Orders,18.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Bestellung.77' transferring from '[Node] Input@Sink_Orders' into station 'Sink_Orders.InputBuffer'.
9.742442385508149,Bestellung.77,Packaging,0.OnEnteredProcessing,[End],Process 'Packaging.OnEnteredProcessing' execution ended.
9.742442385508149,Bestellung.77,Sink_Orders,1.OnEnteredInputBuffer,[Begin],Process 'Sink_Orders.OnEnteredInputBuffer' execution started.
9.742442385508149,Bestellung.77,Sink_Orders,1.OnEnteredInputBuffer,[Assign] OnEnteringAssignments,Assigning state variable 'Model.NumInSys' the value '7'. Previous value was '8'.
9.742442385508149,Bestellung.77,Sink_Orders,1.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Bestellung.77' ending transfer into station 'Sink_Orders.InputBuffer'.
9.742442385508149,Bestellung.77,Output@Packaging,0.OnExited,[Begin],Process 'Output@Packaging.OnExited' execution started.
9.742442385508149,Bestellung.77,Output@Packaging,0.OnExited,[Fire] ExitedEvent,Firing event 'Output@Packaging.Exited'.
9.742442385508149,Bestellung.77,Output@Packaging,0.OnExited,[End],Process 'Output@Packaging.OnExited' execution ended.
9.742442385508149,Bestellung.77,Input@Sink_Orders,0.OnExited,[Begin],Process 'Input@Sink_Orders.OnExited' execution started.
9.742442385508149,Bestellung.77,Input@Sink_Orders,0.OnExited,[Fire] ExitedEvent,Firing event 'Input@Sink_Orders.Exited'.
9.742442385508149,Bestellung.77,Input@Sink_Orders,0.OnExited,[End],Process 'Input@Sink_Orders.OnExited' execution ended.
9.742442385508149,Bestellung.77,Sink_Orders,1.OnEnteredInputBuffer,[Tally] TimeInSystem,Recording ‘1’ observation value(s) of type ‘Expression’ for tally statistic ‘Sink_Orders.TimeInSystem’.
9.742442385508149,Bestellung.77,Sink_Orders,1.OnEnteredInputBuffer,[Tally] TimeInSystem,Recording observation value '0.21088206860982694' Hours for tally statistic 'Sink_Orders.TimeInSystem'.
9.742442385508149,Bestellung.77,Sink_Orders,1.OnEnteredInputBuffer,[Destroy] Entity,Destroying object 'Bestellung.77'.
9.742442385508149,--,--,--,--,Object 'Bestellung.77' destroyed.
9.742442385508149, ,Sink_Orders,1.OnEnteredInputBuffer,[End],Process 'Sink_Orders.OnEnteredInputBuffer' execution ended.
9.742442385508149, ,Packaging,2.OnEnteredOutputBuffer,[End],Process 'Packaging.OnEnteredOutputBuffer' execution ended.
9.742442385508149, ,Output@Packaging,4.OnEnteredFromAssociatedObject,[End],Process 'Output@Packaging.OnEnteredFromAssociatedObject' execution ended.
9.742442385508149, ,Input@Sink_Orders,18.OnEnteredToAssociatedObject,[End],Process 'Input@Sink_Orders.OnEnteredToAssociatedObject' execution ended.
9.74561004620664,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Assigning state variable 'Apply_Basics.ResourceState' the value '2'. Previous value was '1'.
9.74561004620664,Bestellung.83,Apply_Basics,19.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'Bestellung.83' transferring from '[Station] Apply_Basics.Processing' into station 'Apply_Basics.OutputBuffer'.
9.74561004620664,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Assigning state variable 'Apply_Basics.ResourceState' the value '1'. Previous value was '2'.
9.74561004620664,Bestellung.83,Apply_Basics,18.OnEnteredOutputBuffer,[Begin],Process 'Apply_Basics.OnEnteredOutputBuffer' execution started.
9.74561004620664,Bestellung.83,Apply_Basics,18.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'Bestellung.83' ending transfer into station 'Apply_Basics.OutputBuffer'.
9.74561004620664,Bestellung.83,Apply_Basics,18.OnEnteredOutputBuffer,[Release] Server,Object 'Bestellung.83' attempting to release '1' resource(s) of resource type '[ParentObject] Apply_Basics'.
9.74561004620664,Bestellung.83,Apply_Basics,18.OnEnteredOutputBuffer,[Release] Server,Object 'Bestellung.83' released '1' capacity unit(s) of resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Changing from AutoState 'Busy' to 'Starved' on resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Assigning state variable 'Apply_Basics.ResourceState' the value '0'. Previous value was '1'.
9.74561004620664,--,--,--,--,Resource 'Apply_Basics' checking allocation queue which contains '1' item(s).
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.82' checking availability to seize '1' resource(s) of resource type '[ParentObject] Apply_Basics'.
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.82' checking availability to seize '1' capacity unit(s) of resource 'Apply_Basics’.
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.82' found ‘1’ currently available capacity unit(s) of resource 'Apply_Basics’.
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.82' found '1' currently available resource(s) of resource type '[ParentObject] Apply_Basics'.
9.74561004620664,--,--,--,--,Resource 'Apply_Basics' selecting object 'Bestellung.82' waiting at rank position '1' in allocation queue which contains '1' item(s).
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.82' seized '1' capacity unit(s) of resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Assigning state variable 'Apply_Basics.ResourceState' the value '1'. Previous value was '0'.
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.82' completed seize of '1' resource(s) of resource type '[ParentObject] Apply_Basics'.
9.74561004620664,Bestellung.83,Apply_Basics,18.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'Bestellung.83' transferring from '[Station] Apply_Basics.OutputBuffer' into node 'Output@Apply_Basics'.
9.74561004620664,Bestellung.83,Output@Apply_Basics,4.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Apply_Basics.OnEnteredFromAssociatedObject' execution started.
9.74561004620664,Bestellung.83,Output@Apply_Basics,4.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Apply_Basics.Entered'.
9.74561004620664,Bestellung.83,Output@Apply_Basics,4.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'Bestellung.83' transferring from '[Node] Output@Apply_Basics' into node 'Input@Magherita'.
9.74561004620664,Bestellung.83,Input@Magherita,2.OnEnteredToAssociatedObject,[Begin],Process 'Input@Magherita.OnEnteredToAssociatedObject' execution started.
9.74561004620664,Bestellung.83,Input@Magherita,2.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@Magherita.Entered'.
9.74561004620664,Bestellung.83,Input@Magherita,2.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Bestellung.83' transferring from '[Node] Input@Magherita' into object 'Magherita'.
9.74561004620664,Bestellung.83,Input@Magherita,2.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'Bestellung.83' transferring from '[Node] Input@Magherita' into station 'Magherita.InputBuffer'.
9.74561004620664,Bestellung.83,Apply_Basics,19.OnEnteredProcessing,[End],Process 'Apply_Basics.OnEnteredProcessing' execution ended.
9.74561004620664,--,--,--,--,Changing from AutoState 'Busy' to 'Blocked' on resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Assigning state variable 'Apply_Basics.ResourceState' the value '2'. Previous value was '1'.
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'Bestellung.82' transferring from '[Station] Apply_Basics.InputBuffer' into station 'Apply_Basics.Processing'.
9.74561004620664,--,--,--,--,Changing from AutoState 'Blocked' to 'Busy' on resource 'Apply_Basics'.
9.74561004620664,--,--,--,--,Assigning state variable 'Apply_Basics.ResourceState' the value '1'. Previous value was '2'.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Begin],Process 'Magherita.OnEnteredInputBuffer' execution started.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'Bestellung.83' ending transfer into station 'Magherita.InputBuffer'.
9.74561004620664,Bestellung.83,Output@Apply_Basics,0.OnExited,[Begin],Process 'Output@Apply_Basics.OnExited' execution started.
9.74561004620664,Bestellung.83,Output@Apply_Basics,0.OnExited,[Fire] ExitedEvent,Firing event 'Output@Apply_Basics.Exited'.
9.74561004620664,Bestellung.83,Output@Apply_Basics,0.OnExited,[End],Process 'Output@Apply_Basics.OnExited' execution ended.
9.74561004620664,Bestellung.83,Input@Magherita,0.OnExited,[Begin],Process 'Input@Magherita.OnExited' execution started.
9.74561004620664,Bestellung.83,Input@Magherita,0.OnExited,[Fire] ExitedEvent,Firing event 'Input@Magherita.Exited'.
9.74561004620664,Bestellung.83,Input@Magherita,0.OnExited,[End],Process 'Input@Magherita.OnExited' execution ended.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' waiting to seize '1' resource(s) of resource type '[ParentObject] Magherita'.
9.74561004620664,Bestellung.82,Apply_Basics,19.OnEnteredProcessing,[Begin],Process 'Apply_Basics.OnEnteredProcessing' execution started.
9.74561004620664,Bestellung.82,Apply_Basics,19.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'Bestellung.82' ending transfer into station 'Apply_Basics.Processing'.
9.74561004620664,Bestellung.82,Apply_Basics,19.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
9.74561004620664,Bestellung.82,Apply_Basics,19.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
9.74561004620664,Bestellung.82,Apply_Basics,19.OnEnteredProcessing,[Delay] ProcessingTime,Delaying token for '0.018767036325841986' Hours until time '9.764377082532482' Hours. Delay multiplier was '1'.
9.74561004620664,Bestellung.83,Apply_Basics,18.OnEnteredOutputBuffer,[End],Process 'Apply_Basics.OnEnteredOutputBuffer' execution ended.
9.74561004620664,Bestellung.83,Output@Apply_Basics,4.OnEnteredFromAssociatedObject,[End],Process 'Output@Apply_Basics.OnEnteredFromAssociatedObject' execution ended.
9.74561004620664,Bestellung.83,Input@Magherita,2.OnEnteredToAssociatedObject,[End],Process 'Input@Magherita.OnEnteredToAssociatedObject' execution ended.
9.74561004620664,Bestellung.82,Apply_Basics,8.OnEnteredInputBuffer,[End],Process 'Apply_Basics.OnEnteredInputBuffer' execution ended.
9.74561004620664,--,--,--,--,Resource 'Magherita' checking allocation queue which contains '1' item(s).
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' checking availability to seize '1' resource(s) of resource type '[ParentObject] Magherita'.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' checking availability to seize '1' capacity unit(s) of resource 'Magherita’.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' found ‘∞’ currently available capacity unit(s) of resource 'Magherita’.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' found '1' currently available resource(s) of resource type '[ParentObject] Magherita'.
9.74561004620664,--,--,--,--,Resource 'Magherita' selecting object 'Bestellung.83' waiting at rank position '1' in allocation queue which contains '1' item(s).
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' seized '1' capacity unit(s) of resource 'Magherita'.
9.74561004620664,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Magherita'.
9.74561004620664,--,--,--,--,Assigning state variable 'Magherita.ResourceState' the value '1'. Previous value was '0'.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] Server,Object 'Bestellung.83' completed seize of '1' resource(s) of resource type '[ParentObject] Magherita'.
9.74561004620664,--,--,--,--,Ignoring attempt to execute disabled process 'Worker1[1].OnNewSeizeRequest'.
9.74561004620664,--,--,--,--,Ignoring attempt to execute disabled process 'Worker1[2].OnNewSeizeRequest'.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' waiting to seize '1' resource(s) of resource type '[Specific] Worker1'.
9.74561004620664,--,--,--,--,Resource 'Worker1[1]' checking allocation queue which contains '1' item(s).
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' checking availability to seize '1' resource(s) of resource type '[Specific] Worker1'.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' checking availability to seize '1' capacity unit(s) of resource 'Worker1[1]’.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' found ‘1’ currently available capacity unit(s) of resource 'Worker1[1]’.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' checking availability to seize '1' capacity unit(s) of resource 'Worker1[2]’.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' found ‘1’ currently available capacity unit(s) of resource 'Worker1[2]’.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' found '2' currently available resource(s) of resource type '[Specific] Worker1'.
9.74561004620664,--,--,--,--,Resource 'Worker1[1]' selecting object 'Bestellung.83' waiting at rank position '1' in allocation queue which contains '1' item(s).
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Object 'Bestellung.83' seized '1' capacity unit(s) of resource 'Worker1[1]'.
9.74561004620664,--,--,--,--,Changing from AutoState 'Starved' to 'Busy' on resource 'Worker1[1]'.
9.74561004620664,--,--,--,--,Assigning state variable 'Worker1[1].ResourceState' the value '1'. Previous value was '0'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Begin],Process 'Worker1[1].OnCapacityAllocated' execution started.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] ResourceState,Assigning state variable 'Worker1[1].ResourceState' the value '1'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'Worker1[1].OnEvaluatingRiderReservation.Enabled' the value '0'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'Worker1[1].OnEvaluatingRiderReservation.ReturnValue' the value '0'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'Worker1[1].OnEvaluatingSeizeRequest.Enabled' the value '0'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'Worker1[1].OnEvaluatingSeizeRequest.ReturnValue' the value '0'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'Worker1[1].OnEvaluatingRiderAtPickup.Enabled' the value '0'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Assign] OnCapacityAllocatedAssignments,Assigning state variable 'Worker1[1].OnEvaluatingRiderAtPickup.ReturnValue' the value '0'. Previous value was '1'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[Fire] AllocatedEvent,Firing event 'Worker1[1].Allocated'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnCapacityAllocated,[End],Process 'Worker1[1].OnCapacityAllocated' execution ended.
9.74561004620664,Bestellung.83,Magherita,1.OnEnteredInputBuffer,[Seize] SecondaryResources,Resource 'Worker1[1]' accepting request from object 'Bestellung.83' to move to destination node 'Input@Magherita'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[Begin],Process 'Worker1[1].OnMoveRequestAccepted' execution started.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[SelectVisit] ToAcceptedDestination,Entity 'Worker1[1]' searching its visit request queue containing '1' item(s).
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[SelectVisit] ToAcceptedDestination,Assigning entity 'Worker1[1]' destination node the value 'Input@Magherita'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[Decide] IfInFreeSpace,Token branching on condition '(CurrentNode==Nothing)&&(CurrentLink==Nothing)&&(CurrentStation==Nothing)'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[Decide] IfInFreeSpace,Token sent to 'False' exit.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[Decide] IfUnpark,Token branching on condition 'IsParked && (OnVisitingNode.TokensInProcess==0)'.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[Decide] IfUnpark,Token sent to 'False' exit.
9.74561004620664,Bestellung.83,Worker1[1],8.OnMoveRequestAccepted,[Fire] RemainInPlaceEndedEvent,Firing event 'Worker1[1].RemainInPlaceEnded'.
